181	181	363	181	363	272	272	500	0	272	1000	454	272	363	181	545	272	454	90	90	272	272	300	90	272	181	363	363	363	363	272	272	272	272	363	363	181	181	272	181	272	363	181	272	90	272	90	181	363	454	272	0	636	636	0	272	90	181	181	363	545	363	90	90	272	-90	90	272	272	90	181	636	400	-272	272	272	90	181	363	636	272	272	181	0	363	272	181	90	90	90	90	90	181	0	363	181	90	90	272	-181	90	90	181	454	363	363	363	181	181	90	181	181	181	272	181	181	454	454	181	90	90	272	181	181	90	90	272	272	272	181	181	181	272	181	272	272	272	181	181	272	272	272	272	272	-90	181	181	181	181	90	90	272	363	272	181	181	363	181	272	454	90	90	272	363	363	272	181	363	181	90	90	181	363	272	0	90	272	272	272	90	181	400	-272	272	90	181	363	181	272	181	454	90	272	181	272	272	-90	181	181	181	181	454	90	454	363	454	454	363	181	272	363	90	181	90	272	181	181	0	0	363	181	454	90	90	272	363	181	90	90	181	0	272	272	90	181	-272	272	272	272	272	363	454	272	272	272	0	-90	272	272	272	272	0	-90	0	-90	-90	-272	90	363	363	181	272	363	
466	400	333	307	90	90	90	200	200	466	454	1000	230	428	357	571	230	461	266	400	533	533	0	214	357	400	166	357	357	285	357	285	285	500	500	500	400	400	533	400	600	333	428	466	400	428	333	400	533	933	600	400	363	363	333	666	400	153	285	307	538	357	333	214	357	133	285	428	250	400	357	363	100	200	533	400	333	400	333	363	466	533	400	266	384	307	230	214	266	214	400	285	285	266	428	153	153	357	307	200	230	357	0	461	461	571	533	285	83	83	166	0	0	90	230	285	538	272	285	333	153	230	83	230	83	153	307	307	307	230	0	153	166	0	307	230	230	153	153	307	307	250	400	400	142	400	285	357	357	214	214	153	307	307	166	83	333	357	230	461	266	400	533	357	285	500	400	333	428	400	333	400	533	600	400	333	357	428	250	400	357	100	200	533	285	285	428	0	90	230	272	153	230	230	307	250	142	400	285	357	83	250	333	416	333	500	615	250	307	307	307	400	230	153	357	230	230	266	266	428	357	461	266	400	533	285	400	400	333	400	400	357	250	400	357	200	466	400	400	533	500	571	428	666	600	333	266	400	533	666	600	333	266	333	266	266	200	153	250	307	230	357	428	
461	230	333	384	181	181	272	200	230	461	272	230	1000	538	384	307	307	538	230	307	461	153	200	307	384	307	333	384	538	384	384	461	307	384	538	307	153	230	461	230	76	333	615	307	230	307	538	76	230	230	153	461	181	272	307	307	307	384	384	384	384	384	153	307	307	153	230	538	250	307	307	272	200	230	153	307	307	384	333	181	384	461	384	307	461	692	461	384	384	384	307	307	384	153	538	307	230	230	153	76	307	538	363	615	384	307	461	384	166	166	166	250	250	272	230	307	461	272	307	230	307	153	166	230	166	230	230	153	153	230	166	230	166	250	230	230	230	230	230	153	384	83	153	230	153	230	153	153	153	230	307	307	307	153	250	166	333	384	307	538	230	307	153	538	384	384	230	333	615	230	538	76	230	153	461	153	307	538	250	307	307	200	230	153	307	384	538	363	272	230	272	307	153	230	384	83	153	230	153	153	166	83	230	250	333	250	307	416	230	461	461	307	230	230	384	307	230	0	0	230	384	538	230	307	153	384	230	230	538	76	461	307	250	307	307	230	538	384	461	307	538	461	461	307	230	230	153	461	307	307	230	230	153	230	153	153	230	307	416	461	230	384	230	
428	500	416	384	272	272	272	200	285	500	363	428	538	1000	428	428	384	615	285	357	500	428	0	500	428	357	250	500	642	428	428	500	357	571	571	428	428	500	571	428	285	416	500	500	214	428	428	285	357	428	357	357	363	363	285	357	357	307	357	307	461	500	285	428	285	285	428	500	333	428	428	272	200	214	357	500	428	571	416	272	500	500	500	285	384	461	307	428	428	357	285	357	428	357	928	307	153	357	307	214	230	428	181	538	538	428	428	285	333	250	250	166	166	181	384	357	384	363	285	357	230	230	333	384	250	153	307	307	307	307	250	307	166	166	307	307	307	230	307	307	307	333	285	285	285	357	357	357	357	285	357	384	384	230	250	250	416	428	384	615	285	357	428	642	428	571	428	416	500	214	428	285	357	357	357	285	285	500	333	428	428	200	214	357	357	428	928	181	181	384	363	230	230	384	307	333	285	357	357	357	250	250	357	333	416	333	384	500	307	538	538	214	307	230	428	384	307	214	214	357	428	615	285	357	428	428	428	214	428	285	357	285	333	428	428	214	571	500	571	428	571	428	428	357	428	214	285	571	428	357	428	214	285	214	285	285	214	230	500	538	307	428	357	
428	500	500	384	272	272	272	200	285	357	181	357	384	428	1000	357	461	384	428	642	428	357	0	285	642	428	250	357	357	642	714	357	357	428	285	428	428	500	357	500	214	416	428	285	357	357	285	285	357	357	285	285	272	272	285	357	642	384	500	615	461	357	428	357	357	357	214	428	416	642	642	181	300	214	285	571	285	428	500	181	357	428	428	285	538	307	153	285	357	285	428	428	714	428	428	153	384	357	461	142	230	357	90	307	384	500	285	500	166	166	166	166	166	272	461	500	384	454	428	214	230	230	166	307	83	230	307	230	230	307	166	307	166	83	307	307	384	307	307	230	307	83	285	357	142	214	428	500	500	357	357	230	307	384	416	333	500	1000	461	384	428	642	357	357	642	428	500	416	428	357	285	285	357	285	285	428	357	428	416	642	642	300	214	285	428	714	428	90	272	461	454	230	230	307	307	83	142	214	428	500	333	250	428	250	250	333	384	250	230	307	307	214	230	230	285	230	230	214	285	285	1000	384	428	642	357	642	500	357	285	285	285	357	416	642	642	214	357	285	285	357	357	428	428	357	357	285	214	285	357	357	357	285	214	285	214	214	214	230	250	307	230	285	285	
428	428	416	307	90	90	90	300	285	428	545	571	307	428	357	1000	307	538	428	428	428	428	0	285	357	357	250	357	428	357	357	357	357	428	500	500	428	357	500	428	428	416	357	500	357	428	285	500	500	571	571	214	545	454	214	428	285	230	285	384	538	357	285	285	285	214	285	428	250	357	500	454	100	0	571	428	285	285	333	454	428	428	500	285	384	307	230	285	285	285	285	285	357	214	428	307	153	285	230	142	230	285	90	461	384	571	642	357	166	166	166	166	166	0	384	357	461	363	428	285	153	461	166	307	166	230	307	307	307	230	166	307	250	166	307	307	307	307	307	384	384	333	500	500	214	357	428	428	428	214	214	230	461	307	166	166	416	357	307	538	428	428	428	428	357	428	428	416	357	357	285	500	500	571	214	285	285	428	250	357	500	100	0	571	285	357	428	90	0	384	363	153	461	307	384	333	214	357	428	428	166	333	357	416	333	416	461	333	307	384	307	357	307	307	428	307	307	214	142	500	357	538	428	428	428	357	428	357	285	500	214	285	250	357	500	0	500	428	428	571	500	571	357	428	500	214	142	428	571	428	500	214	142	214	142	142	0	153	333	307	307	428	500	
307	230	416	538	454	454	545	100	384	230	272	230	307	384	461	307	1000	538	384	307	230	153	100	538	384	230	250	307	384	384	384	307	230	307	384	307	153	230	307	230	153	333	307	230	230	307	153	153	384	230	153	153	181	181	384	153	307	538	538	461	384	307	461	461	230	153	384	384	583	307	307	181	100	76	153	307	230	384	333	181	307	230	307	384	307	230	230	461	538	461	461	307	384	461	384	230	230	230	307	76	230	153	90	384	384	384	307	461	416	333	333	250	250	545	230	461	307	272	230	461	307	307	333	538	250	230	461	307	307	461	500	538	250	166	307	307	307	461	307	153	230	166	230	153	76	153	153	153	153	153	153	230	307	153	583	583	416	461	1000	538	384	307	153	384	384	307	230	333	307	230	153	153	384	153	153	461	230	384	583	307	307	100	76	153	307	384	384	90	545	230	272	307	307	538	230	166	76	153	153	153	583	166	615	250	333	250	307	333	307	384	384	153	307	230	230	307	307	384	384	153	461	538	384	307	153	384	230	230	153	153	153	230	583	307	307	76	384	384	384	230	384	307	307	230	153	384	76	384	230	230	153	384	76	384	76	76	76	307	333	384	307	230	153	
461	384	500	461	272	272	272	300	307	461	454	461	538	615	384	538	538	1000	307	384	461	230	100	307	307	307	416	538	615	384	307	384	384	461	615	461	307	384	692	384	307	416	615	538	307	538	461	307	461	461	461	461	454	454	384	461	307	384	384	461	615	538	384	307	307	153	230	615	333	384	384	363	200	76	384	307	384	461	416	363	461	461	461	307	384	461	384	307	307	307	307	307	307	307	615	461	307	230	230	153	307	384	272	615	461	615	461	307	333	250	250	333	333	363	307	307	384	454	384	307	307	307	333	384	250	307	384	384	384	307	333	384	333	333	384	384	461	307	461	230	384	250	384	384	76	230	230	230	230	153	230	461	461	307	333	250	500	384	538	1000	307	384	230	615	384	461	384	416	615	307	461	307	461	461	461	384	307	615	333	384	384	200	76	384	307	307	615	272	363	307	454	307	307	384	384	250	76	230	230	230	250	333	461	416	500	416	538	583	384	615	615	307	307	230	384	384	307	153	153	384	384	1000	307	384	230	384	384	307	461	307	461	307	333	384	384	76	769	538	615	461	769	615	615	538	384	230	76	615	461	538	384	230	76	230	76	76	76	307	583	615	307	384	384	
400	333	166	153	90	90	90	100	200	266	90	266	230	285	428	428	384	307	1000	333	266	266	0	214	285	333	333	285	285	428	357	214	285	357	285	285	333	333	333	400	333	166	214	333	200	428	333	333	266	266	333	333	272	272	333	333	333	230	285	384	307	357	266	214	285	466	214	214	250	400	428	181	100	133	333	333	266	266	166	181	266	266	333	266	307	230	153	214	333	214	333	214	285	266	285	76	230	285	153	133	76	142	90	230	307	285	333	357	166	83	83	83	83	0	307	357	384	181	285	200	76	230	166	307	83	76	230	230	153	153	166	307	83	83	230	230	307	153	230	153	153	83	200	266	71	266	285	357	357	71	71	153	307	153	83	83	166	428	384	307	1000	333	266	285	428	357	400	166	214	200	333	333	266	333	333	266	285	214	250	400	428	100	133	333	214	285	285	90	0	307	181	76	230	307	153	83	71	266	285	357	83	166	333	83	83	83	384	83	307	153	153	200	384	692	214	153	307	266	200	285	428	307	1000	333	266	428	400	200	333	333	333	285	250	400	428	133	400	466	400	266	357	357	285	266	333	333	466	400	266	266	333	333	466	333	466	466	133	76	83	153	384	214	285	
466	600	500	461	181	181	181	100	400	400	90	400	307	357	642	428	307	384	333	1000	466	400	-100	357	642	400	166	357	357	714	642	357	357	500	357	500	533	600	466	600	400	500	642	466	533	500	400	333	533	466	400	333	272	272	400	533	666	307	428	615	384	357	533	357	357	333	285	500	333	866	714	90	200	333	400	600	400	400	416	90	400	466	533	466	538	307	230	357	466	357	533	357	571	466	357	153	384	357	461	200	230	357	0	230	384	571	266	571	250	166	166	166	166	181	461	571	307	454	428	333	230	230	166	384	83	76	307	230	230	307	250	461	250	166	230	230	307	307	307	230	384	83	266	333	71	200	428	428	428	285	285	153	153	153	250	166	500	642	307	384	333	1000	400	357	714	500	600	500	642	533	400	333	533	400	333	533	357	500	333	866	714	200	333	400	357	571	357	0	181	461	454	230	230	384	384	83	71	200	428	428	166	250	466	333	333	333	384	166	307	230	230	200	230	230	285	230	153	266	266	285	642	384	333	1000	400	714	600	533	400	333	333	357	333	866	714	333	466	333	333	466	500	500	571	533	400	333	333	333	466	533	400	333	333	333	333	333	333	230	166	230	230	285	285	
533	533	333	461	181	181	181	200	400	866	272	533	461	500	428	428	230	461	266	466	1000	400	0	357	571	400	250	500	571	428	500	500	428	642	571	500	466	533	666	533	400	333	571	400	400	500	533	333	466	533	400	400	272	272	400	600	466	307	357	384	538	500	400	357	357	266	357	500	250	466	428	272	100	333	400	533	600	466	333	272	866	933	466	466	461	461	384	357	400	357	400	357	500	333	500	230	76	285	153	266	230	357	272	461	538	428	400	357	83	83	83	83	83	181	307	357	461	272	357	333	230	153	166	153	83	76	153	153	153	153	83	230	250	83	307	230	230	153	230	153	307	83	400	466	142	266	285	285	285	214	285	307	307	153	166	83	333	428	230	461	266	466	400	571	428	642	533	333	571	400	533	333	466	400	400	400	357	500	250	466	428	100	333	400	357	500	500	272	181	307	272	230	153	153	307	83	142	266	285	285	83	166	400	250	333	333	384	416	307	461	384	266	230	153	428	461	307	200	200	428	428	461	266	466	400	428	533	400	533	333	400	357	250	466	428	333	533	400	466	600	571	500	500	600	533	400	333	466	600	600	533	400	333	400	333	333	333	230	416	384	230	428	428	
333	466	416	153	90	90	90	200	200	333	272	533	153	428	357	428	153	230	266	400	400	1000	-100	285	428	333	83	357	428	357	428	357	285	357	428	642	466	466	400	400	666	416	285	466	400	285	266	600	400	600	466	266	272	272	266	400	400	230	357	384	461	357	266	285	285	266	500	357	250	466	357	363	400	200	466	533	333	466	416	363	400	400	333	266	461	230	307	285	400	214	333	214	357	266	428	307	76	500	307	266	153	214	-90	384	307	500	466	357	0	0	83	0	0	-90	153	428	384	363	357	333	76	384	0	153	0	153	230	230	230	153	0	76	83	83	153	153	153	153	153	461	153	416	266	266	142	266	214	214	214	214	214	230	307	461	0	0	416	357	153	230	266	400	1000	428	357	357	400	416	285	400	266	600	400	466	266	266	285	357	250	466	357	400	200	466	214	357	428	-90	-90	153	363	76	384	153	153	416	142	266	214	214	0	416	333	166	83	166	307	83	76	153	153	266	153	76	285	153	76	200	200	357	357	230	266	400	1000	357	400	400	266	600	266	285	250	466	357	200	333	333	333	400	357	428	357	400	533	266	333	333	400	400	533	266	333	266	333	333	200	76	83	153	153	285	357	
100	-100	300	100	300	300	300	500	-100	-100	300	0	200	0	0	0	100	100	0	-100	0	-100	1000	100	0	100	400	100	100	0	100	200	100	100	300	100	-200	0	0	-100	-200	300	100	-100	-100	200	100	-100	100	100	0	0	400	400	0	-100	0	200	100	100	200	100	-100	100	200	-100	0	100	200	-100	0	400	400	-200	0	0	-100	0	200	400	100	0	100	0	100	300	200	100	0	100	100	200	-100	-300	0	100	-100	100	-100	-300	0	-200	100	300	200	-100	0	200	0	0	0	0	0	200	-200	100	300	300	200	0	0	0	0	-100	0	0	-100	0	0	0	0	-100	0	0	200	200	100	0	0	0	0	-100	-100	-100	0	-100	-300	-200	-200	0	-100	-100	-100	-100	0	0	300	0	100	100	0	-100	-100	100	0	100	-100	300	100	-100	100	-100	100	0	0	-100	200	100	200	-100	0	400	-200	0	200	-100	0	100	200	-200	300	0	0	-100	0	-100	0	-100	-300	-200	0	200	-100	0	0	0	0	0	100	0	0	-200	100	-100	-200	0	100	-300	-300	-100	0	100	0	-100	-100	0	-100	-100	100	-100	0	200	200	-100	0	-200	-100	100	0	-100	100	200	200	-100	0	-100	-100	0	-100	-100	0	-100	-100	-100	-100	-100	-200	0	0	0	100	-200	-100	
285	500	333	692	545	636	545	200	571	285	90	214	307	500	285	285	538	307	214	357	357	285	100	1000	357	285	333	428	428	357	357	357	357	571	357	357	428	428	357	428	142	333	428	357	285	357	357	214	214	214	285	214	272	181	571	285	357	692	500	384	307	357	500	642	285	428	571	428	583	357	357	272	200	214	285	428	428	428	333	272	357	357	357	642	384	384	307	642	571	642	428	500	285	428	500	230	230	285	76	71	230	214	181	307	461	285	214	428	416	333	333	250	333	454	307	428	230	272	285	500	307	76	333	384	250	153	307	230	307	307	416	384	83	250	461	461	384	384	384	76	230	83	214	214	285	214	285	285	285	214	214	153	153	76	333	416	333	285	538	307	214	357	285	428	357	571	428	333	428	285	357	214	214	285	214	500	285	428	583	357	357	200	214	285	500	285	500	181	454	307	272	307	76	384	230	83	285	214	285	285	416	166	500	83	166	83	230	166	230	307	230	142	153	153	214	230	153	428	357	214	285	307	214	357	285	357	428	285	357	214	214	285	583	357	357	214	285	357	428	285	500	357	357	214	357	500	214	428	285	214	357	500	214	500	214	214	214	307	166	230	153	214	214	
428	642	416	461	272	272	272	200	357	500	272	357	384	428	642	357	384	307	285	642	571	428	0	357	1000	428	333	500	571	714	857	428	428	500	428	500	571	642	500	571	285	416	500	428	428	428	357	285	428	357	357	285	181	181	357	428	571	307	428	615	384	357	428	428	357	357	428	428	416	714	642	181	200	214	357	714	357	357	416	181	500	571	428	428	538	384	307	428	500	357	428	428	785	357	428	230	384	357	384	0	230	285	90	307	384	428	285	571	166	83	83	83	83	272	384	642	461	363	428	285	230	153	83	307	83	76	230	153	153	230	166	307	166	166	230	230	230	230	230	153	307	166	285	357	71	142	357	357	357	285	285	153	230	153	333	250	416	642	384	307	285	642	428	571	714	500	571	416	500	428	357	285	428	357	285	428	357	428	416	714	642	200	214	357	428	785	428	90	272	384	363	230	153	307	307	166	71	142	357	357	250	250	428	250	250	333	384	166	307	307	230	142	230	230	285	307	307	214	214	285	642	307	285	642	428	714	571	428	357	285	285	357	416	714	642	214	357	357	357	500	428	428	357	428	428	285	357	357	500	428	428	285	357	285	357	357	214	230	166	230	230	285	285	
600	400	333	230	181	181	181	300	266	333	181	400	307	357	428	357	230	307	333	400	400	333	100	285	428	1000	333	357	500	428	500	428	500	285	428	285	333	333	400	400	333	250	357	466	400	285	400	400	400	466	533	333	272	272	266	400	466	307	428	307	307	357	266	214	285	333	214	357	333	400	357	363	200	133	533	333	333	533	333	272	400	400	533	333	461	384	307	214	333	214	333	285	285	200	357	153	0	428	153	133	76	214	-90	461	230	214	466	357	0	0	0	0	0	0	153	357	538	272	357	266	76	153	0	153	0	76	153	153	153	153	0	153	0	0	153	230	230	153	153	230	307	83	400	400	285	400	142	214	214	214	214	76	307	230	83	83	333	428	230	307	333	400	333	500	428	285	400	250	357	400	400	400	400	533	333	266	285	357	333	400	357	200	133	533	285	285	357	-90	0	153	272	76	153	153	307	83	285	400	142	214	83	250	400	83	83	83	230	166	76	230	307	333	153	76	357	76	76	133	133	285	428	307	333	400	333	428	400	400	400	400	333	285	333	400	357	133	333	333	333	466	428	500	357	400	533	333	266	333	466	400	533	333	266	333	266	266	133	76	166	307	153	357	285	
