400,400,416,307,363,272,272,545,266,466,1000,600,384,500,357,642,384,538,333,333,466,466,363,285,428,400,416,500,500,500,428,428,428,428,500,500,437,400,466,400,500,416,357,500,375,428,333,437,562,600,500,312,636,636,266,500,333,307,357,461,615,500,375,285,428,250,285,428,333,333,357,636,454,222,500,466,375,437,416,636,466,466,400,266,461,384,307,285,333,285,333,285,357,312,500,307,230,285,384,187,230,285,181,538,461,500,533,357,250,166,250,250,250,272,307,357,538,454,357,333,230,384,250,307,166,230,384,384,384,307,250,307,333,250,384,384,384,307,307,384,384,333,466,466,142,400,357,357,357,285,285,384,461,384,250,250,416,357,384,538,333,333,466,500,500,428,400,416,357,375,333,437,562,500,312,375,428,428,333,333,357,454,222,500,285,357,500,181,272,307,454,230,384,307,384,333,142,400,357,357,250,500,333,500,416,500,538,416,307,384,461,375,307,230,428,307,307,312,312,500,357,538,333,333,466,500,400,375,333,437,312,428,333,333,357,222,466,466,466,500,500,571,428,500,500,312,294,466,500,500,500,312,294,312,294,294,222,230,416,461,307,428,500
466,400,466,400,333,333,333,466,200,466,600,1000,333,466,400,600,333,533,266,400,533,533,333,266,400,400,333,400,400,333,400,333,333,533,533,533,437,400,533,400,625,466,466,500,437,466,333,437,562,933,625,437,533,533,333,687,400,266,333,400,600,400,375,266,400,187,333,466,400,400,400,533,400,333,562,400,375,437,466,533,466,533,400,266,466,400,333,266,266,266,400,333,333,312,466,266,266,400,400,250,333,400,266,533,533,600,533,333,266,266,333,200,200,333,333,333,600,466,333,333,266,333,266,333,266,266,400,400,400,333,200,266,333,200,400,333,333,266,266,400,400,400,400,400,200,400,333,400,400,266,266,266,400,400,333,266,466,400,333,533,266,400,533,400,333,533,400,466,466,437,333,437,562,625,437,375,400,466,400,400,400,400,333,562,333,333,466,266,333,333,466,266,333,333,400,400,200,400,333,400,266,400,333,533,466,600,666,400,400,400,400,437,333,266,400,333,333,312,312,466,400,533,266,400,533,333,400,437,333,437,437,400,400,400,400,333,466,400,400,562,533,600,466,687,625,375,352,400,562,687,625,375,352,375,352,352,333,266,400,400,333,400,466
533,333,384,384,307,307,384,384,333,533,384,333,1000,571,428,357,307,538,333,400,533,266,384,357,428,400,384,428,571,428,428,500,357,428,571,357,312,333,533,333,250,384,642,437,375,357,600,250,375,333,312,562,307,384,400,437,400,384,428,384,384,428,312,357,357,312,285,571,307,400,357,384,384,444,312,400,437,500,384,307,466,533,466,400,461,692,461,428,466,428,400,357,428,312,571,307,230,285,153,250,307,571,461,615,384,357,533,428,230,230,230,307,307,384,230,357,461,384,357,333,307,153,230,230,230,230,230,153,153,230,230,230,230,307,230,230,230,230,230,153,384,153,266,333,214,333,214,214,214,285,357,307,307,153,307,230,384,428,307,538,333,400,266,571,428,428,333,384,642,375,600,250,375,312,562,312,357,571,307,400,357,384,444,312,357,428,571,461,384,230,384,307,153,230,384,153,214,333,214,214,230,153,333,307,384,307,307,461,230,461,461,437,230,230,428,307,230,187,187,285,428,538,333,400,266,428,333,375,600,250,562,357,307,400,357,444,600,466,533,437,571,500,500,437,375,375,352,533,437,437,375,375,352,375,352,352,444,307,461,461,230,428,285
466,533,500,428,428,428,428,428,333,533,500,466,571,1000,428,428,428,642,333,400,533,466,285,500,428,400,357,500,642,428,428,500,357,571,571,428,500,533,600,466,375,500,500,562,312,428,466,375,437,466,437,437,500,500,333,437,400,357,357,357,500,500,375,428,285,375,428,500,428,466,428,428,428,388,437,533,500,625,500,428,533,533,533,333,428,500,357,428,466,357,333,357,428,437,928,357,214,357,357,312,285,428,357,571,571,428,466,285,428,357,357,285,285,357,428,357,428,500,285,400,285,285,428,428,357,214,357,357,357,357,357,357,285,285,357,357,357,285,357,357,357,428,333,333,285,400,357,357,357,285,357,428,428,285,357,357,500,428,428,642,333,400,466,642,428,571,466,500,500,312,466,375,437,437,437,375,285,500,428,466,428,428,388,437,357,428,928,357,357,428,500,285,285,428,357,428,285,400,357,357,357,357,400,428,500,428,428,571,357,571,571,312,357,285,428,428,357,312,312,357,428,642,333,400,466,428,466,312,466,375,437,285,428,466,428,388,600,533,600,500,571,428,428,437,500,312,411,600,500,437,500,312,411,312,411,411,388,285,571,571,357,428,357
466,533,571,428,428,428,428,428,333,400,357,400,428,428,1000,357,500,428,466,666,466,400,285,285,642,466,357,357,357,642,714,357,357,428,285,428,500,533,400,533,312,500,428,375,437,357,333,375,437,400,375,375,428,428,333,437,666,428,500,642,500,357,500,357,357,437,214,428,500,666,642,357,500,388,375,600,375,500,571,357,400,466,466,333,571,357,214,285,400,285,466,428,714,500,428,214,428,357,500,250,285,357,285,357,428,500,333,500,285,285,285,285,285,428,500,500,428,571,428,266,285,285,285,357,214,285,357,285,285,357,285,357,285,214,357,357,428,357,357,285,357,214,333,400,142,266,428,500,500,357,357,285,357,428,500,428,571,1000,500,428,466,666,400,357,642,428,533,500,428,437,333,375,437,375,375,500,357,428,500,666,642,500,388,375,428,714,428,285,428,500,571,285,285,357,357,214,142,266,428,500,428,357,466,357,357,428,428,357,285,357,357,312,285,285,285,285,285,312,375,285,1000,428,466,666,400,642,533,437,333,375,375,357,500,666,642,388,400,333,333,437,357,428,428,437,437,375,352,333,437,437,437,375,352,375,352,352,388,285,357,357,285,285,285
466,466,500,357,285,285,285,500,333,466,642,600,357,428,357,1000,357,571,466,466,466,466,285,285,357,400,357,357,428,357,357,357,357,428,500,500,500,400,533,466,500,500,357,562,437,428,333,562,562,600,625,312,642,571,266,500,333,285,285,428,571,357,375,285,285,312,285,428,357,400,500,571,357,222,625,466,375,375,428,571,466,466,533,333,428,357,285,285,333,285,333,285,357,312,428,357,214,285,285,250,285,285,285,500,428,571,666,357,285,285,285,285,285,214,428,357,500,500,428,333,214,500,285,357,285,285,357,357,357,285,285,357,357,285,357,357,357,357,357,428,428,428,533,533,214,400,428,428,428,214,214,285,500,357,285,285,500,357,357,571,466,466,466,428,357,428,466,500,357,437,333,562,562,625,312,375,285,428,357,400,500,357,222,625,285,357,428,285,214,428,500,214,500,357,428,428,214,400,428,428,285,428,400,500,428,500,500,428,357,428,357,437,357,357,428,357,357,312,250,500,357,571,466,466,466,357,466,437,333,562,312,285,357,400,500,222,533,466,466,625,500,571,357,500,562,312,294,466,625,500,562,312,294,312,294,294,222,214,428,357,357,428,500
400,333,461,538,538,538,615,307,466,333,384,333,307,428,500,357,1000,538,466,400,333,266,307,571,428,333,307,357,428,428,428,357,285,357,428,357,312,333,400,333,312,384,357,375,375,357,266,312,500,333,312,312,307,307,466,312,400,538,571,461,384,357,562,500,285,312,428,428,615,400,357,307,307,333,312,400,375,500,384,307,400,333,400,466,307,230,230,500,600,500,533,357,428,562,428,230,230,285,307,250,230,214,230,384,384,428,400,500,461,384,384,307,307,615,230,500,307,384,285,533,307,307,384,538,307,230,461,307,307,461,538,538,307,230,307,307,307,461,307,153,230,230,333,266,142,266,214,214,214,214,214,230,307,153,615,615,461,500,1000,538,466,400,266,428,428,357,333,384,357,375,266,312,500,312,312,562,285,428,615,400,357,307,333,312,357,428,428,230,615,230,384,307,307,538,230,230,142,266,214,214,615,230,666,307,384,307,307,384,307,384,384,312,307,230,285,307,307,500,500,214,500,538,466,400,266,428,333,375,266,312,312,285,615,400,357,333,466,466,466,375,428,357,357,375,312,500,294,466,375,375,312,500,294,500,294,294,333,307,384,384,307,285,214
533,466,538,461,384,384,384,461,400,533,538,533,538,642,428,571,538,1000,400,466,533,333,307,357,357,400,461,571,642,428,357,428,428,500,642,500,437,466,733,466,437,461,642,625,437,571,533,437,562,533,562,562,538,538,466,562,400,384,428,461,615,571,500,357,357,312,285,642,384,466,428,461,384,333,500,400,500,562,461,461,533,533,533,400,384,461,384,357,400,357,400,357,357,437,642,461,307,285,230,312,307,428,384,615,461,642,533,357,384,307,307,384,384,461,307,357,384,538,428,400,307,307,384,384,307,307,384,384,384,307,384,384,384,384,384,384,461,307,461,230,384,307,466,466,142,333,285,285,285,214,285,461,461,307,384,307,538,428,538,1000,400,466,333,642,428,500,466,461,642,437,533,437,562,562,562,500,357,642,384,466,428,384,333,500,357,357,642,384,461,307,538,307,307,384,384,307,142,333,285,285,307,384,533,461,538,461,538,615,384,615,615,437,307,230,428,384,307,312,312,428,428,1000,400,466,333,428,466,437,533,437,562,357,384,466,428,333,800,600,666,562,785,642,642,625,500,375,294,666,562,625,500,375,294,375,294,294,333,307,615,615,307,428,428
400,333,333,266,333,333,333,400,200,266,333,266,333,333,466,466,466,400,1000,333,266,266,333,266,333,333,466,333,333,466,400,266,333,400,333,333,375,333,333,400,375,333,266,375,250,466,333,375,312,266,375,375,466,466,333,375,333,333,333,466,400,400,312,266,333,500,266,266,400,400,466,400,400,277,375,333,312,312,333,400,266,266,333,266,400,333,266,266,333,266,333,266,333,312,333,200,333,333,266,187,200,200,333,333,400,333,333,400,333,266,266,266,266,266,400,400,466,400,333,200,200,333,333,400,266,200,333,333,266,266,333,400,266,266,333,333,400,266,333,266,266,266,200,266,133,266,333,400,400,133,133,266,400,266,266,266,333,466,466,400,1000,333,266,333,466,400,400,333,266,250,333,375,312,375,375,312,333,266,400,400,466,400,277,375,266,333,333,333,266,400,400,200,333,400,266,266,133,266,333,400,266,333,333,266,266,266,466,266,400,266,266,250,466,733,266,266,400,312,250,333,466,400,1000,333,266,466,400,250,333,375,375,333,400,400,466,277,400,466,400,312,400,400,333,312,375,375,529,400,312,312,375,375,529,375,529,529,277,200,266,266,466,266,333
466,600,600,533,400,400,400,400,400,400,333,400,400,400,666,466,400,466,333,1000,466,400,266,400,666,400,333,400,400,733,666,400,400,533,400,533,562,600,466,600,437,600,666,500,562,533,400,375,562,466,437,375,466,466,400,562,666,400,466,666,466,400,562,400,400,375,333,533,466,866,733,333,466,444,437,600,437,437,533,333,400,466,533,466,600,400,333,400,466,400,533,400,600,500,400,266,466,400,533,250,333,400,266,333,466,600,266,600,400,333,333,333,333,400,533,600,400,600,466,333,333,333,333,466,266,200,400,333,333,400,400,533,400,333,333,333,400,400,400,333,466,266,266,333,133,200,466,466,466,333,333,266,266,266,400,333,600,666,400,466,333,1000,400,400,733,533,600,600,666,562,400,375,562,437,375,562,400,533,466,866,733,466,444,437,400,600,400,266,400,533,600,333,333,466,466,266,133,200,466,466,333,400,466,466,466,466,466,333,400,333,333,250,333,333,333,333,266,312,312,333,666,466,333,1000,400,733,600,562,400,375,375,400,466,866,733,444,466,333,333,500,533,533,600,562,437,375,411,333,500,562,437,375,411,375,411,411,444,333,333,333,333,333,333
533,533,466,533,400,400,400,466,400,866,466,533,533,533,466,466,333,533,266,466,1000,400,333,400,600,400,400,533,600,466,533,533,466,666,600,533,500,533,666,533,437,466,600,437,437,533,533,375,500,533,437,437,466,466,400,625,466,400,400,466,600,533,437,400,400,312,400,533,400,466,466,466,400,444,437,533,625,500,466,466,866,933,466,466,533,533,466,400,400,400,400,400,533,375,533,333,200,333,266,312,333,400,466,533,600,466,400,400,266,266,266,266,266,400,400,400,533,466,400,333,333,266,333,266,266,200,266,266,266,266,266,333,400,266,400,333,333,266,333,266,400,266,400,466,200,266,333,333,333,266,333,400,400,266,333,266,466,466,333,533,266,466,400,600,466,666,533,466,600,437,533,375,500,437,437,437,400,533,400,466,466,400,444,437,400,533,533,466,400,400,466,333,266,266,400,266,200,266,333,333,266,333,400,400,466,466,466,533,400,533,466,312,333,266,466,533,400,250,250,466,466,533,266,466,400,466,533,437,533,375,437,400,400,466,466,444,533,400,466,625,600,533,533,625,562,437,411,466,625,625,562,437,411,437,411,411,444,333,533,466,333,466,466
333,466,533,266,333,333,333,466,200,333,466,533,266,466,400,466,266,333,266,400,400,1000,266,333,466,333,266,400,466,400,466,400,333,400,466,666,500,466,400,400,687,533,333,500,437,333,266,625,437,600,500,312,466,466,266,437,400,333,400,466,533,400,312,333,333,312,533,400,400,466,400,533,600,333,500,533,375,500,533,533,400,400,333,266,533,333,400,333,400,266,333,266,400,312,466,400,200,533,400,312,266,266,200,466,400,533,466,400,200,200,266,200,200,200,266,466,466,533,400,333,200,466,200,266,200,266,333,333,333,266,200,200,266,266,266,266,266,266,266,533,266,533,266,266,200,266,266,266,266,266,266,333,400,533,200,200,533,400,266,333,266,400,1000,466,400,400,400,533,333,437,266,625,437,500,312,312,333,400,400,466,400,600,333,500,266,400,466,200,200,266,533,200,466,266,266,533,200,266,266,266,200,533,333,333,266,333,400,266,200,266,266,312,266,200,333,266,200,250,250,400,400,333,266,400,1000,400,400,437,266,625,312,333,400,466,400,333,333,333,333,437,400,466,400,437,562,312,411,333,437,437,562,312,411,312,411,411,333,200,266,266,266,333,400
400,266,416,307,363,363,363,500,266,266,363,333,384,285,285,285,307,307,333,266,333,266,1000,357,285,400,500,357,357,285,357,428,357,357,500,357,250,333,333,266,250,416,357,312,312,428,400,312,437,400,375,375,454,454,333,312,333,384,357,307,384,357,312,357,428,312,285,357,333,266,285,454,400,333,375,333,312,375,333,454,400,333,400,333,307,461,384,357,333,357,400,428,214,187,285,307,153,357,153,187,230,142,181,461,384,214,333,428,166,166,166,166,166,272,76,357,461,363,428,333,230,230,166,153,166,230,153,230,230,230,166,153,166,166,384,384,307,230,230,230,230,83,266,266,285,266,71,142,142,285,214,153,153,153,166,166,416,285,307,307,333,266,266,357,285,357,266,416,357,312,400,312,437,375,375,312,428,357,333,266,285,400,333,375,428,214,285,181,272,76,363,230,230,153,230,83,285,266,71,142,166,333,266,166,166,166,230,166,307,230,230,250,307,153,142,230,307,187,187,214,285,307,333,266,266,285,266,312,400,312,375,428,333,266,285,333,266,400,333,312,357,428,428,312,375,312,352,333,312,312,375,312,352,312,352,352,333,230,166,230,307,142,214
333,533,428,714,642,714,642,428,600,333,285,266,357,500,285,285,571,357,266,400,400,333,357,1000,357,333,428,428,428,357,357,357,357,571,357,357,500,466,400,466,250,428,428,437,375,357,400,312,312,266,375,312,428,357,600,375,400,714,500,428,357,357,562,642,285,500,571,428,642,400,357,428,428,388,375,466,500,500,428,428,400,400,400,666,428,428,357,642,600,642,466,500,285,500,500,285,285,285,142,187,285,214,357,357,500,285,266,428,500,428,428,357,428,571,357,428,285,428,285,533,357,142,428,428,357,214,357,285,357,357,500,428,214,357,500,500,428,428,428,142,285,214,266,266,285,266,285,285,285,214,214,214,214,142,428,500,428,285,571,357,266,400,333,428,357,571,466,428,428,375,400,312,312,375,312,562,285,428,642,400,357,428,388,375,500,285,500,357,571,357,428,357,142,428,285,214,285,266,285,285,500,285,533,214,285,214,285,285,285,357,285,250,214,214,214,285,214,500,437,214,285,357,266,400,333,357,466,375,400,312,312,285,642,400,357,388,333,400,466,375,500,357,357,312,437,562,352,466,375,312,437,562,352,562,352,352,388,357,285,285,214,214,214
466,666,500,500,428,428,428,428,400,533,428,400,428,428,642,357,428,357,333,666,600,466,285,357,1000,466,428,500,571,714,857,428,428,500,428,500,625,666,533,600,375,500,500,500,500,428,400,375,500,400,437,375,357,357,400,500,600,357,428,642,428,357,500,428,357,437,428,428,500,733,642,357,428,388,437,733,437,437,500,357,533,600,466,466,571,428,357,428,533,357,466,428,785,437,428,285,428,357,428,125,285,285,285,357,428,428,333,571,285,214,214,214,214,428,428,642,500,500,428,333,285,214,214,357,214,142,285,214,214,285,285,357,285,285,285,285,285,285,285,214,357,285,333,400,71,200,357,357,357,285,285,214,285,214,428,357,500,642,428,357,333,666,466,571,714,500,600,500,500,500,400,375,500,437,375,500,357,428,500,733,642,428,388,437,428,785,428,285,428,428,500,285,214,357,357,285,71,200,357,357,357,357,466,357,357,428,428,285,357,357,285,250,285,285,285,357,357,312,312,285,642,357,333,666,466,714,600,500,400,375,375,357,500,733,642,388,400,400,400,562,428,428,357,500,500,375,470,400,562,500,500,375,470,375,470,470,388,285,285,285,285,285,285
600,400,466,333,400,400,400,533,266,333,400,400,400,400,466,400,333,400,333,400,400,333,400,333,466,1000,466,400,533,466,533,466,533,333,466,333,375,333,400,400,375,400,400,500,437,333,400,437,437,466,562,375,466,466,266,437,466,400,466,400,400,400,312,266,333,375,266,400,466,400,400,533,466,277,562,333,375,562,466,466,400,400,533,333,533,466,400,266,333,266,333,333,333,250,400,266,133,466,266,187,200,266,200,533,333,266,466,400,200,200,200,200,200,266,266,400,600,466,400,266,200,266,200,266,200,200,266,266,266,266,200,266,200,200,266,333,333,266,266,333,400,266,400,400,333,400,200,266,266,266,266,200,400,333,266,266,466,466,333,400,333,400,333,533,466,333,400,400,400,437,400,437,437,562,375,312,333,400,466,400,400,466,277,562,333,333,400,200,266,266,466,200,266,266,400,266,333,400,200,266,266,400,400,266,266,266,333,333,200,333,400,375,266,200,400,200,200,187,187,333,466,400,333,400,333,466,400,437,400,437,375,333,466,400,400,277,333,333,333,500,466,533,400,437,562,375,352,333,500,437,562,375,352,375,352,352,277,200,333,400,266,400,333
